"";"banalfreq";"X.rts_a";"X.rts_i"
"inspirer";33;-0,5682;0,5682
"emji_visage_souriant_avec_une_larme";33;0,3376;-0,3376
"ignorance";49;0,3969;-0,3969
"quasi";19;0,7223;-0,7223
"visage";25;-0,8234;0,8234
"informer";60;-0,9483;0,9483
"occasion";19;-0,5177;0,5177
"tien";12;-0,3623;0,3623
"cest";57;0,7854;-0,7854
"subir";61;-0,2968;0,2968
"ceci";27;0,8293;-0,8293
"fascinant";17;1,961;-1,961
"votations";10;-1,3419;1,3419
"assez";108;-0,7683;0,7683
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";11;-0,5332;0,5332
"dangereux";47;-1,2771;1,2771
"emji_femme_qui_hausse_les_épaules_peau_claire";20;-0,9102;0,9102
"dont";133;-0,5139;0,5139
"malsain";21;1,0602;-1,0602
"immense";22;0,2586;-0,2586
"adjectif";10;-0,4217;0,4217
"coller";25;-0,5707;0,5707
"habitant";12;-0,653;0,653
"région";19;0,4721;-0,4721
"arriver";182;0,3853;-0,3853
"emji_visage_bâillant";21;-0,2854;0,2854
"us";11;-1,5286;1,5286
"pompier";13;-1,9099;1,9099
"leurs";227;-0,7325;0,7325
"emji_deux_coeurs";10;0,4313;-0,4313
"doute";93;-0,5588;0,5588
"chemin";18;-0,253;0,253
"ramasser";10;-0,7825;0,7825
"moderne";18;1,6798;-1,6798
"historique";39;-0,315;0,315
"emji_visage_retenant_ses_larmes";10;1,2532;-1,2532
"identité";25;-0,5707;0,5707
"respecter";65;-0,589;0,589
"stp";35;-0,5232;0,5232
"20";49;1,6154;-1,6154
"correctement";63;0,8545;-0,8545
"frère";12;0,7939;-0,7939
"culture";136;-0,4448;0,4448
"ressembler";29;1,1359;-1,1359
"étrangement";11;0,3269;-0,3269
"conclure";15;-0,3992;0,3992
"etat";12;-1,718;1,718
"partenaire";11;-0,2767;0,2767
"mondial";10;-0,201;0,201
"libéral";14;-0,5597;0,5597
"conservateur";16;-1,1957;1,1957
"garder";52;0,8167;-0,8167
"indiquer";16;-0,2819;0,2819
"adresse";13;0,3667;-0,3667
"ouverture";13;0,3667;-0,3667
"zéro";23;-0,9166;0,9166
"contact";11;-0,5332;0,5332
"emji_visage_qui_hurle_de_peur";14;0,5066;-0,5066
"reprendre";31;-0,8545;0,8545
"approcher";26;0,9547;-0,9547
"honte";67;0,3596;-0,3596
"entièrement";17;-0,3535;0,3535
"critique";82;-1,1383;1,1383
"pari";13;0,6343;-0,6343
"13";11;1,5236;-1,5236
"quartier";19;0,2862;-0,2862
"caissier";11;0,6027;-0,6027
"négatif";39;0,7545;-0,7545
"fermer";26;-0,4454;0,4454
"gueule";24;0,2868;-0,2868
"positif";49;-0,5756;0,5756
"sûrement";55;-0,789;0,789
"douter";12;0,4704;-0,4704
"souci";67;-1,2705;1,2705
"certes";25;0,5645;-0,5645
"censé";26;-1,2655;1,2655
"déplacer";16;0,5407;-0,5407
"population";98;-1,2872;1,2872
"général";66;-0,9836;0,9836
"questionner";12;0,2473;-0,2473
"expérience";59;0,6456;-0,6456
"rappel";16;1,7055;-1,7055
"contrôler";18;-0,6877;0,6877
"tradition";13;-0,78;0,78
"courant";58;-0,2784;0,2784
"ensuite";67;-0,8658;0,8658
"jouer";45;-1,6857;1,6857
"vérifier";24;-0,4911;0,4911
"profiter";30;-1,7816;1,7816
"rappeler";59;-0,8772;0,8772
"ridicule";71;0,633;-0,633
"qqch";31;-0,8545;0,8545
"quelque";110;-0,6206;0,6206
"mien";10;0,7731;-0,7731
"filmer";14;0,2852;-0,2852
"diffuser";24;0,2868;-0,2868
"soirée";13;-0,244;0,244
"emji_visage_de_clown";53;0,4403;-0,4403
"caméra";13;0,3667;-0,3667
"exposer";29;0,4336;-0,4336
"devant";43;0,3313;-0,3313
"mental";23;-0,9166;0,9166
"expert";24;-0,4911;0,4911
"intérêt";67;-0,5572;0,5572
"pote";21;-0,2854;0,2854
"ennemi";11;0,6027;-0,6027
"entrain";15;0,6646;-0,6646
"humanité";63;-0,6232;0,6232
"ethnie";12;1,805;-1,805
"italien";35;1,8583;-1,8583
"théorie";34;-0,4586;0,4586
"choc";11;-0,2767;0,2767
"sympa";16;-0,7859;0,7859
"équipe";16;1,2239;-1,2239
"carrément";12;0,2473;-0,2473
"mode";57;0,972;-0,972
"tes";141;-0,305;0,305
"acheter";30;0,5362;-0,5362
"mille";16;-0,4886;0,4886
"vote";49;-1,472;1,472
"réfléchi";35;-0,2472;0,2472
"sensé";34;0,4213;-0,4213
"dépasser";22;-0,3481;0,3481
"générer";16;-1,1957;1,1957
"12";17;0,4388;-0,4388
"11";11;0,3269;-0,3269
"emji_visage_confus";10;0,7731;-0,7731
"tolérance";16;-0,7859;0,7859
"marketing";10;-0,7825;0,7825
"souffrance";33;-1,749;1,749
"magasin";10;0,7731;-0,7731
"quotidien";24;-0,7256;0,7256
"tv";12;-0,3623;0,3623
"largement";19;-0,5177;0,5177
"visible";14;-1,4101;1,4101
"diriger";13;-0,244;0,244
"consommateur";11;-0,2767;0,2767
"maladie";18;-0,253;0,253
"retourner";29;0,8548;-0,8548
"admettre";22;1,6539;-1,6539
"parfaire";22;0,2586;-0,2586
"fondement";11;-0,5332;0,5332
"oh";51;1,1165;-1,1165
"précis";31;-1,497;1,497
"présent";35;-0,7201;0,7201
"ordre";29;0,2872;-0,2872
"18";15;-1,5777;1,5777
"accueillir";30;-1,7816;1,7816
"principalement";17;-1,3439;1,3439
"fournir";10;-0,201;0,201
"seconde";27;-0,3444;0,3444
"milieu";28;-0,5954;0,5954
"utile";27;0,8293;-0,8293
"réel";74;-1,1611;1,1611
"autorité";17;-0,3535;0,3535
"satisfaire";16;0,5407;-0,5407
"mentalité";17;-0,3535;0,3535
"troll";21;-0,7065;0,7065
"affligeant";22;1,6539;-1,6539
"nul";15;-0,2179;0,2179
"tenter";31;-0,6191;0,6191
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";14;-0,5597;0,5597
"ah";181;-0,4277;0,4277
"vive";38;1,0912;-1,0912
"cohérence";10;-0,201;0,201
"révolution";13;0,3667;-0,3667
"lendemain";10;-0,201;0,201
"futur";10;-0,201;0,201
"voiler";13;1,002;-1,002
"sortie";17;0,4388;-0,4388
"celles";46;-0,7285;0,7285
"franchement";73;-1,7909;1,7909
"putain";13;1,4833;-1,4833
"casser";44;-0,7811;0,7811
"foutre";47;-0,6155;0,6155
"ouin";20;0,3878;-0,3878
"tjs";23;1,4434;-1,4434
"recul";22;1,6539;-1,6539
"gamin";11;1,5236;-1,5236
"intellectuel";37;0,9534;-0,9534
"minorité";38;-1,2578;1,2578
"dedans";20;0,8851;-0,8851
"fragile";24;0,6631;-0,6631
"changement";26;-0,9258;0,9258
"manger";35;0,5146;-0,5146
"ben";75;0,3372;-0,3372
"hors";81;-0,6046;0,6046
"oeuf";11;0,9953;-0,9953
"richesse";18;1,2283;-1,2283
"polémique";19;-1,1677;1,1677
"roman";23;1,0783;-1,0783
"chier";23;0,7769;-0,7769
"typique";24;-0,7256;0,7256
"concerner";68;-0,4803;0,4803
"afrique";11;0,6027;-0,6027
"origine";89;1,325;-1,325
"réaliser";19;0,2862;-0,2862
"lit";25;-0,5707;0,5707
"nombre";39;0,2875;-0,2875
"enfance";16;1,2239;-1,2239
"traduire";14;0,2852;-0,2852
"intention";42;0,5223;-0,5223
"employé";13;-0,457;0,457
"esclavage";16;1,2239;-1,2239
"certain";56;-0,4;0,4
"indigne";12;0,7939;-0,7939
"sorte";22;-0,3481;0,3481
"inverse";44;1,4265;-1,4265
"moquer";21;1,4402;-1,4402
"content";41;-0,5706;0,5706
"territoire";10;-0,4217;0,4217
"synonyme";14;0,5066;-0,5066
"évident";25;-0,3779;0,3779
"sexe";48;-0,6807;0,6807
"habitude";41;-0,2928;0,2928
"victime";77;-1,6271;1,6271
"pleurer";22;0,2586;-0,2586
"supérieur";41;1,5497;-1,5497
"art";46;-1,4694;1,4694
"médiocre";13;0,6343;-0,6343
"création";12;1,2328;-1,2328
"prononcer";11;0,9953;-0,9953
"discrimination";28;-0,5954;0,5954
"combattre";13;-1,9099;1,9099
"com";18;0,5731;-0,5731
"remplacer";17;0,2542;-0,2542
"utiliser";229;1,0055;-1,0055
"effacer";22;-1,1524;1,1524
"boîte";14;0,5066;-0,5066
"confirmer";38;-0,3918;0,3918
"minoritaire";10;-0,7825;0,7825
"majoritaire";17;0,4388;-0,4388
"prison";14;-0,5597;0,5597
"amuser";10;1,2532;-1,2532
"chaud";16;-0,7859;0,7859
"revanche";27;0,5934;-0,5934
"ps";35;0,5146;-0,5146
"vs";13;0,6343;-0,6343
"minimiser";18;-1,0355;1,0355
"pcq";22;-1,1524;1,1524
"punir";12;0,2473;-0,2473
"ramener";34;0,5907;-0,5907
"flemme";10;-1,3419;1,3419
"considérer";57;-0,5819;0,5819
"apporter";81;-1,07;1,07
"désoler";42;1,1358;-1,1358
"tjr";18;-0,253;0,253
"espèce";40;0,4975;-0,4975
"longtemps";48;0,5953;-0,5953
"dizaine";16;0,8388;-0,8388
"absurde";17;-0,585;0,585
"race";39;1,5343;-1,5343
"choquant";11;-0,2767;0,2767
"emji_femme_qui_hausse_les_épaules";19;0,7223;-0,7223
"latin";12;1,805;-1,805
"lorsque";38;0,3342;-0,3342
"généralement";23;-0,4168;0,4168
"blague";36;-0,4233;0,4233
"américain";23;-0,9166;0,9166
"parceque";14;1,7449;-1,7449
"attention";61;-0,5167;0,5167
"innocent";13;0,3667;-0,3667
"merde";32;0,5637;-0,5637
"pendant";59;0,8086;-0,8086
"espagnol";17;0,4388;-0,4388
"peau";54;1,521;-1,521
"association";24;-0,4911;0,4911
"séance";10;-0,4217;0,4217
"lourd";10;1,2532;-1,2532
"inquiéter";31;-0,2898;0,2898
"profondément";22;-0,8091;0,8091
"strictement";20;-0,9102;0,9102
"attendre";107;-1,527;1,527
"proche";32;-0,699;0,699
"pertinent";54;-0,4257;0,4257
"emji_ok";18;1,2283;-1,2283
"g";10;-0,7825;0,7825
"scénario";12;-1,0865;1,0865
"atteindre";28;-1,1432;1,1432
"stade";13;-0,244;0,244
"ironique";12;-0,3623;0,3623
"tjrs";26;-0,2879;0,2879
"tkt";20;1,2362;-1,2362
"sauf";65;-0,4606;0,4606
"etre";33;-1,3675;1,3675
"victimisation";14;1,2246;-1,2246
"démontrer";26;-0,9258;0,9258
"limiter";23;-0,4168;0,4168
"deja";14;-0,9132;0,9132
"fonder";23;-1,7361;1,7361
"concentrer";17;-0,585;0,585
"adulte";63;-0,7821;0,7821
"lambda";10;-1,3419;1,3419
"plaindre";63;-1,9815;1,9815
"volontairement";11;-0,2767;0,2767
"jusqu";12;0,4704;-0,4704
"rouge";13;0,6343;-0,6343
"surprendre";32;0,5637;-0,5637
"fidèle";11;0,3269;-0,3269
"preuve";152;0,47;-0,47
"retenir";14;0,2852;-0,2852
"proposer";40;-1,4705;1,4705
"profil";68;-1,3522;1,3522
"populaire";15;-1,052;1,052
"énoncé";10;0,7731;-0,7731
"stop";13;-0,457;0,457
"définition";64;0,3818;-0,3818
"argumentation";15;-0,6696;0,6696
"adn";13;-1,9099;1,9099
"acceptable";11;0,9953;-0,9953
"projection";10;0,7731;-0,7731
"prouver";120;0,5745;-0,5745
"bisou";16;0,5407;-0,5407
"visiblement";59;0,2874;-0,2874
"naître";35;0,9292;-0,9292
"davantage";15;-0,6696;0,6696
"collectif";16;-1,1957;1,1957
"inscrire";14;0,2852;-0,2852
"patrimoine";10;-0,7825;0,7825
"emji_visage_de_geek";28;-0,2637;0,2637
"quelconque";12;-0,3623;0,3623
"mouvement";41;-0,7611;0,7611
"and";11;-0,2767;0,2767
"correspondre";19;-1,1677;1,1677
"tirer";38;0,849;-0,849
"beurre";13;0,6343;-0,6343
"comparaison";18;0,5731;-0,5731
"dérive";11;-0,9317;0,9317
"privilégié";22;-0,5449;0,5449
"chaîne";35;0,5146;-0,5146
"poids";17;-0,585;0,585
"motiver";10;0,4313;-0,4313
"bizarre";41;0,4358;-0,4358
"associer";12;1,2328;-1,2328
"appartenir";22;-1,1524;1,1524
"particulier";35;1,8583;-1,8583
"purement";17;-0,3535;0,3535
"hypocrite";22;0,9083;-0,9083
"texte";44;0,4036;-0,4036
"groupe";72;0,2714;-0,2714
"catholique";13;0,3667;-0,3667
"réagir";41;-0,5706;0,5706
"mère";27;1,1163;-1,1163
"singulier";11;0,6027;-0,6027
"exprès";16;0,321;-0,321
"membre";18;-1,0355;1,0355
"retirer";29;-1,6478;1,6478
"xénophobie";20;0,3878;-0,3878
"facteur";18;-0,253;0,253
"frapper";26;-0,6553;0,6553
"affirmation";13;-0,457;0,457
"quant";23;-0,2591;0,2591
"racial";13;-0,457;0,457
"cesser";10;0,7731;-0,7731
"tt";19;1,4408;-1,4408
"travers";19;-0,5177;0,5177
"extrémiste";21;-1,4446;1,4446
"emporter";15;-0,6696;0,6696
"ineptie";10;-0,201;0,201
"puisque";40;-0,3635;0,3635
"ouvrage";12;-0,3623;0,3623
"avance";25;1,0971;-1,0971
"guerre";53;-0,6583;0,6583
"front";14;-0,5597;0,5597
"arrière";18;0,8618;-0,8618
"tenue";13;0,3667;-0,3667
"infirmier";11;-0,2767;0,2767
"énorme";14;0,5066;-0,5066
"vendre";15;-0,6696;0,6696
"misogynie";12;0,7939;-0,7939
"contribuer";13;-0,78;0,78
"commenter";79;0,4704;-0,4704
"vivement";14;0,2852;-0,2852
"éducation";42;0,6944;-0,6944
"agréable";16;1,2239;-1,2239
"douteux";16;-0,4886;0,4886
"utilisation";26;0,6913;-0,6913
"entreprise";10;-0,201;0,201
"maison";21;0,504;-0,504
"défense";28;-0,8387;0,8387
"pression";22;0,2586;-0,2586
"produit";12;0,7939;-0,7939
"alimentaire";10;-0,201;0,201
"répéter";52;-0,3357;0,3357
"verbal";11;0,3269;-0,3269
"posséder";14;0,816;-0,816
"produire";15;-0,6696;0,6696
"17";10;-0,7825;0,7825
"ouvertement";10;-0,7825;0,7825
"qi";17;1,961;-1,961
"terrible";19;0,7223;-0,7223
"0";33;-1,749;1,749
"pacifique";10;-0,7825;0,7825
"appliquer";34;-1,8792;1,8792
"attaque";25;-1,1451;1,1451
"clown";12;-0,653;0,653
"déni";25;-1,1451;1,1451
"arranger";40;-0,904;0,904
"dénigrer";15;-0,3992;0,3992
"résumé";16;0,5407;-0,5407
"détourner";18;-1,0355;1,0355
"souhaiter";65;-0,9141;0,9141
"abruti";12;1,805;-1,805
"nier";27;-1,0325;1,0325
"impact";19;0,2862;-0,2862
"lunaire";13;0,3667;-0,3667
"métier";61;0,406;-0,406
"emji_visage_boudeur";64;1,3737;-1,3737
"consacrer";10;-1,3419;1,3419
"relever";57;-1,3957;1,3957
"tomber";62;0,3627;-0,3627
"intelligent";53;1,6499;-1,6499
"doigt";37;0,2655;-0,2655
"socialiste";18;-1,0355;1,0355
"dominer";13;-0,78;0,78
"généralité";23;1,4434;-1,4434
"égal";33;-1,0475;1,0475
"reposer";13;-0,457;0,457
"occidental";23;-1,2799;1,2799
"rabaisser";21;-0,2854;0,2854
"stigmatiser";10;-0,4217;0,4217
"ultra";28;-0,2637;0,2637
"lui_même";14;0,5066;-0,5066
"bienveillant";13;1,4833;-1,4833
"économique";13;-1,9099;1,9099
"jurer";15;0,6646;-0,6646
"jsuis";12;1,2328;-1,2328
"figure";10;-0,7825;0,7825
"pis";13;-0,244;0,244
"porter";57;-0,4466;0,4466
"critiquer";67;-0,4354;0,4354
"jsp";12;-0,3623;0,3623
"inégalité";17;-1,9223;1,9223
"commun";30;-0,2425;0,2425
"placer";25;-0,3779;0,3779
"emji_feu";40;-0,2511;0,2511
"v";22;-0,3481;0,3481
"nulle";17;0,6939;-0,6939
"rédiger";10;-0,7825;0,7825
"rationnel";12;-0,3623;0,3623
"appuyer";13;-0,457;0,457
"clavier";19;-1,1677;1,1677
"valable";17;-0,585;0,585
"cliché";22;0,2586;-0,2586
"opposé";25;0,8033;-0,8033
"nécessaire";31;-0,6191;0,6191
"avouer";28;-0,406;0,406
"lecteur";11;-0,9317;0,9317
"auteur";23;-1,2799;1,2799
"installer";13;-0,78;0,78
"dialogue";16;-0,4886;0,4886
"biais";28;-1,517;1,517
"écran";14;-0,9132;0,9132
"woke";30;-0,7639;0,7639
"tôt";14;0,5066;-0,5066
"usage";16;0,321;-0,321
"employer";13;-0,78;0,78
"grandir";15;-0,6696;0,6696
"féliciter";19;-0,7963;0,7963
"semblant";19;-0,3163;0,3163
"sol";18;-0,6877;0,6877
"bas";62;-1,3282;1,3282
"risque";35;-1,6028;1,6028
"évidemment";57;-0,3348;0,3348
"prochain";36;-1,3635;1,3635
"tiktok";14;0,5066;-0,5066
"assurer";16;-0,4886;0,4886
"méchanceté";12;1,2328;-1,2328
"mois";24;-0,4911;0,4911
"revendiquer";15;-0,6696;0,6696
"vêtement";15;0,4039;-0,4039
"percevoir";19;-1,1677;1,1677
"classique";10;0,4313;-0,4313
"tendance";37;0,2655;-0,2655
"censurer";28;-1,517;1,517
"mépriser";13;-0,457;0,457
"bouger";16;-1,7485;1,7485
"emji_homme_qui_hausse_les_épaules";10;-0,201;0,201
"siècle";33;0,4881;-0,4881
"principal";23;-0,2591;0,2591
"animal";65;1,0633;-1,0633
"canton";13;-0,78;0,78
"genève";19;-0,5177;0,5177
"découvrir";29;0,4336;-0,4336
"identifier";24;-1,4113;1,4113
"accompagner";18;-1,0355;1,0355
"encourager";29;-1,2576;1,2576
"médecin";11;-0,2767;0,2767
"lorsqu";32;-0,9492;0,9492
"pencher";10;-1,3419;1,3419
"soir";16;0,5407;-0,5407
"impression";67;0,5906;-0,5906
"oreille";12;0,2473;-0,2473
"scène";37;-0,8873;0,8873
"machine";16;0,5407;-0,5407
"voire";17;1,0272;-1,0272
"engager";25;-1,1451;1,1451
"agresseur";16;-1,7485;1,7485
"carton";12;1,805;-1,805
"génial";31;1,1558;-1,1558
"cultiver";21;0,7499;-0,7499
"misère";17;1,961;-1,961
"emji_mains_en_prière_peau_moyennement_claire";11;-0,5332;0,5332
"minute";24;0,6631;-0,6631
"top";17;-0,585;0,585
"emji_visage_avec_un_monocle";27;0,5934;-0,5934
"normalement";11;0,3269;-0,3269
"responsable";35;-1,6028;1,6028
"quitter";22;0,6341;-0,6341
"espace";18;-0,253;0,253
"lgbt";16;-0,7859;0,7859
"homophobe";14;-0,9132;0,9132
"hétéro";11;-0,2767;0,2767
"équilibre";13;-0,244;0,244
"confort";13;-0,457;0,457
"ignorant";26;-0,9258;0,9258
"r";23;-0,4168;0,4168
"wikipedia";14;-0,9132;0,9132
"difficulté";14;0,816;-0,816
"auto";15;0,6646;-0,6646
"emji_crâne";12;0,2473;-0,2473
"répartition";10;-0,4217;0,4217
"honteux";26;-0,9258;0,9258
"domaine";30;-0,7639;0,7639
"nettoyer";11;-0,5332;0,5332
"conscient";23;-1,2799;1,2799
"examen";13;-1,9099;1,9099
"organisation";10;-0,201;0,201
"événement";12;-0,3623;0,3623
"n_est_ce_pas";13;-0,244;0,244
"vôtre";19;-0,3163;0,3163
"ennuyer";13;0,6343;-0,6343
"pilule";10;0,4313;-0,4313
"détruire";42;-0,3381;0,3381
"suffisant";29;-0,9368;0,9368
"climat";18;-0,6877;0,6877
"pleurnicher";11;-0,9317;0,9317
"emji_visage_avec_une_main_sur_la_bouche";10;0,7731;-0,7731
"technologie";12;1,2328;-1,2328
"chance";18;-1,0355;1,0355
"opportunité";21;-1,9724;1,9724
"objectivement";17;-1,3439;1,3439
"erroné";12;0,2473;-0,2473
"compréhension";37;-1,1561;1,1561
"net";12;0,4704;-0,4704
"horreur";21;-0,7065;0,7065
"réaliste";18;0,3551;-0,3551
"valide";16;0,321;-0,321
"gauchiste";63;-1,4147;1,4147
"remise";18;-0,6877;0,6877
"patriote";10;0,7731;-0,7731
"marre";21;-0,4627;0,4627
"drapeau";14;-0,3174;0,3174
"digne";21;0,3173;-0,3173
"technique";10;-0,4217;0,4217
"concernant";34;-1,4836;1,4836
"traitement";27;-0,5179;0,5179
"test";26;0,3146;-0,3146
"exercer";15;-1,052;1,052
"pratique";36;0,447;-0,447
"remplir";17;0,2542;-0,2542
"rage";11;0,3269;-0,3269
"prétendre";47;-1,2771;1,2771
"délinquant";14;-0,5597;0,5597
"cnews";12;0,7939;-0,7939
"moi_même";10;-1,3419;1,3419
"immigration";24;-1,8866;1,8866
"ba";18;-1,0355;1,0355
"divers";16;-1,7485;1,7485
"ridiculiser";11;0,3269;-0,3269
"lutte";28;-1,517;1,517
"précision";23;1,0783;-1,0783
"coin";12;-0,3623;0,3623
"ville";28;-1,97;1,97
"barre";12;-1,0865;1,0865
"fromage";14;1,7449;-1,7449
"emji_yeux";19;-0,3163;0,3163
"centre";24;-0,3157;0,3157
"soin";27;-0,5179;0,5179
"solidarité";15;-0,6696;0,6696
"statut";16;-0,4886;0,4886
"bosser";16;-0,4886;0,4886
"notamment";29;-0,9368;0,9368
"orienter";24;-0,4911;0,4911
"volonté";37;-1,4752;1,4752
"semaine";32;-1,2545;1,2545
"ravir";16;-0,7859;0,7859
"compter";35;-0,3672;0,3672
"matin";13;-0,244;0,244
"élève";25;1,4494;-1,4494
"parfait";15;-0,3992;0,3992
"planète";31;-0,2898;0,2898
"télé";15;0,6646;-0,6646
"programme";19;-0,5177;0,5177
"militant";13;-1,9099;1,9099
"littéralement";37;-1,8497;1,8497
"évidement";12;0,2473;-0,2473
"emji_visage_souriant_avec_auréole";16;0,321;-0,321
"convaincre";32;0,7723;-0,7723
"ligne";25;-0,5707;0,5707
"poste";47;-0,3368;0,3368
"envie";31;-0,8545;0,8545
"idéal";17;0,4388;-0,4388
"décrire";42;0,3805;-0,3805
"wow";21;-0,4627;0,4627
"via";17;0,6939;-0,6939
"amener";35;-1,2549;1,2549
"linguistique";15;-0,2179;0,2179
"naïf";11;0,3269;-0,3269
"tels";19;0,2862;-0,2862
"soi_même";10;-0,4217;0,4217
"noter";12;1,2328;-1,2328
"citer";49;-0,5756;0,5756
"prof";16;1,2239;-1,2239
"honnêtement";26;-0,6553;0,6553
"sain";10;-0,7825;0,7825
"envoyer";45;1,2982;-1,2982
"copain";12;1,2328;-1,2328
"école";46;0,5712;-0,5712
"circonstance";13;0,3667;-0,3667
"my";12;-0,3623;0,3623
"bad";20;1,6634;-1,6634
"manipuler";21;0,3173;-0,3173
"refléter";16;-1,7485;1,7485
"maîtrise";21;-0,7065;0,7065
"observer";22;0,4192;-0,4192
"environnement";21;0,3173;-0,3173
"passage";16;0,321;-0,321
"local";10;-0,4217;0,4217
"juge";19;0,7223;-0,7223
"in";11;-0,5332;0,5332
"vol";10;-0,4217;0,4217
"i";16;-0,7859;0,7859
"hélas";14;1,2246;-1,2246
"gosse";19;1,0431;-1,0431
"facilement";19;-0,3163;0,3163
"politicien";10;-1,3419;1,3419
"maternel";13;0,3667;-0,3667
"ministre";13;-1,9099;1,9099
"sécurité";32;-1,2545;1,2545
"ficher";16;-0,4886;0,4886
"tolérant";13;-0,457;0,457
"2000";23;0,5348;-0,5348
"tas";13;-0,457;0,457
"document";12;-0,653;0,653
"carte";10;-0,7825;0,7825
"spécial";23;-0,4168;0,4168
"acteur";26;-0,4454;0,4454
"destruction";10;-0,4217;0,4217
"puer";11;0,3269;-0,3269
"froid";17;0,4388;-0,4388
"incapable";23;-0,6326;0,6326
"fiable";13;-0,244;0,244
"70";20;1,6634;-1,6634
"degré";36;0,447;-0,447
"artificiel";20;0,3878;-0,3878
"fête";13;0,3667;-0,3667
"enseignant";19;1,4408;-1,4408
"cracher";28;-1,1432;1,1432
"profession";12;-0,3623;0,3623
"7";24;-1,8866;1,8866
"énergie";15;-0,2179;0,2179
"supprimer";40;0,4975;-0,4975
"bio";17;0,2542;-0,2542
"familial";12;-0,653;0,653
"montage";18;-0,253;0,253
"000";15;-1,052;1,052
"perte";18;-0,6877;0,6877
"influenceurs";14;-0,3174;0,3174
"abus";13;-0,457;0,457
"disparaître";28;1,2876;-1,2876
"liste";21;-1,4446;1,4446
"disney";12;0,7939;-0,7939
"final";27;-1,0325;1,0325
"phénomène";27;0,5934;-0,5934
"fumer";10;-0,201;0,201
"basique";13;-0,457;0,457
"navrer";21;-1,9724;1,9724
"masculinistes";12;-1,718;1,718
"emji_visage_avec_les_sourcils_relevés";13;-0,244;0,244
"disparition";11;-0,2767;0,2767
"morceau";11;-0,5332;0,5332
"parfaitement";45;0,8294;-0,8294
"combien";48;-0,3827;0,3827
"o";10;-0,201;0,201
"contenter";10;-0,4217;0,4217
"ajouter";22;-0,3481;0,3481
"couvrir";17;-1,3439;1,3439
"former";21;-0,4627;0,4627
"attaquer";30;-1,039;1,039
"féminin";26;0,4792;-0,4792
"nouvelle";25;-1,1451;1,1451
"lecture";42;0,2669;-0,2669
"vent";13;-0,244;0,244
"emji_signe_de_la_main";12;0,4704;-0,4704
"pardon";15;-1,5777;1,5777
"conséquence";50;-0,8203;0,8203
"argumentaire";10;0,4313;-0,4313
"impressionnant";13;0,3667;-0,3667
"cité";11;0,9953;-0,9953
"drame";12;-1,0865;1,0865
"don";14;-0,9132;0,9132
"réduire";12;0,2473;-0,2473
"capacité";37;-1,8497;1,8497
"avaler";10;0,7731;-0,7731
"foule";15;-1,5777;1,5777
"contenu";29;-1,6478;1,6478
"intellectuellement";11;-1,5286;1,5286
"9";16;-1,1957;1,1957
"sincère";11;0,6027;-0,6027
"féministe";76;0,4969;-0,4969
"réclamer";16;-0,7859;0,7859
"crainte";11;-0,2767;0,2767
"unir";14;-0,3174;0,3174
"mener";21;-1,029;1,029
"lier";34;-0,4586;0,4586
"injuste";10;-1,3419;1,3419
"emji_biceps_contracté";11;-0,2767;0,2767
"avenir";21;1,8952;-1,8952
"endoctrinement";10;1,8997;-1,8997
"mélange";16;-0,4886;0,4886
"neurone";21;0,3173;-0,3173
"réveiller";13;-0,457;0,457
"impliquer";13;-1,2462;1,2462
"emji_applaudissements_peau_claire";15;-0,3992;0,3992
"évidence";33;0,6762;-0,6762
"dégrader";13;-1,9099;1,9099
"révéler";18;0,5731;-0,5731
"charité";10;0,4313;-0,4313
"scientifique";93;1,3673;-1,3673
"lune";14;-1,4101;1,4101
"ombre";12;-0,3623;0,3623
"écologie";13;-0,78;0,78
"réserver";14;0,2852;-0,2852
"priorité";18;-0,253;0,253
"match";11;0,3269;-0,3269
"japon";10;-0,201;0,201
"inquiétant";22;0,2586;-0,2586
"aboutir";13;1,4833;-1,4833
"u";10;1,2532;-1,2532
"cercle";11;-0,2767;0,2767
"détail";19;-0,7963;0,7963
"trouble";19;-1,6516;1,6516
"solitude";32;-0,699;0,699
"composer";11;-0,2767;0,2767
"essentiel";34;-0,6421;0,6421
"honnêteté";11;-0,5332;0,5332
"silencieux";10;-1,3419;1,3419
"globalement";11;-0,5332;0,5332
"modération";11;-0,2767;0,2767
"cancer";13;-0,244;0,244
"glorifier";10;0,7731;-0,7731
"main";17;0,2542;-0,2542
"sauter";17;-1,3439;1,3439
"qqun";14;-0,3174;0,3174
"frustrer";12;0,4704;-0,4704
"quasiment";14;-0,3174;0,3174
"lettre";15;-0,3992;0,3992
"presse";22;-1,1524;1,1524
"gagner";34;-1,1495;1,1495
"rapprocher";10;0,7731;-0,7731
"emji_étincelles";15;0,6646;-0,6646
"x";19;0,4721;-0,4721
"occurrence";15;-1,5777;1,5777
"engendrer";19;0,2862;-0,2862
"université";12;-0,653;0,653
"dimanche";15;0,6646;-0,6646
"importance";11;-0,9317;0,9317
"fondamental";18;-0,4323;0,4323
"bénéficier";11;-0,2767;0,2767
"rejeter";10;0,4313;-0,4313
"impossible";21;0,3173;-0,3173
"dos";18;-0,4323;0,4323
"objectif";24;-1,0287;1,0287
"1er";23;0,3474;-0,3474
